"title","authors","year","venue","cited_by","is_oa","oa_url","doi","abstract","citing_anchor","id","type"
"COVID-19 PANDEMİSİNİN SEÇİLİ DÜNYA BORSALARI ÜZERİNDEKİ ETKİSİ","Süreyya İmre Bıyıklı","2022","Finansal Araştırmalar ve Çalışmalar Dergisi","2","True","https://dergipark.org.tr/tr/download/article-file/2556627","https://doi.org/10.14784/marufacd.1148493","Bu çalışmada dünyanın en büyük borsaları arasında yer alan Borsa İstanbul, Rusya Menkul Kıymetler Borsası, Brezilya Menkul Kıymetler Borsası, Tokyo Menkul Kıymetler Borsası, Almanya Menkul Kıymetler Borsası, Amerika Birleşik Devletleri Menkul Kıymetler Borsası, New York Menkul Kıymetler Borsası, Brezilya Menkul Kıymetler Borsası ve Kore Menkul Kıymetler Borssının volatilitelerinde ve getirilerinde COVID-19’un etkili olup olmadığı tespit edilmek istenmiştir. Bu amaçla 02.01.2017 ile 17.09.2021 tarihleri arasındaki günlük veriler kullanılarak EGARCH(1,1) modeliyle analizler yapılmıştır. Analizler sonucu COVID-19 pandemisinin Borsa İstanbul ve Brezilya Menkul Kıymetler Borsası’nın getirilerini negatif etkilediğini, Rusya Menkul Kıymetler Borsası ve Tokyo Menkul Kıymetler Borsası ve Kore Menkul Kıymetler Borsası endeksi getirilerinde ise pozitif bir artışa sebep olduğu tespit edilmiştir. Ayrıca Borsa İstanbul, Almanya Menkul Kıymetler Borsası, Tokyo Menkul Kıymetler Borsası, Amerika Birleşik Devletleri Menkul Kıymetler Borsası, New York Menkul Kıymetler Borsası ve Kore Menkul Kıymetler Borsa endeksi volatilitelerinde bir artışa neden olmuştur.","Wagner2018_JFE","https://openalex.org/W4287877155","article"
"Industrial Policy and Asset Prices: Stock Market Reactions to Made In China 2025 Policy Announcements","Xia Liu; William L. Megginson; Junjie Xia","2020","SSRN Electronic Journal","2","True","https://doi.org/10.2139/ssrn.3521006","https://doi.org/10.2139/ssrn.3521006","","Wagner2018_JFE","https://openalex.org/W3084082004","article"
"A Modern Take on Market Efficiency: The Impact of Trump’s Tweets on Financial Markets","Farshid Abdi; Emily Kormanyos; Loriana Pelizzon; Mila Getmansky Sherman; Zorka Simon","2021","SSRN Electronic Journal","2","True","https://doi.org/10.2139/ssrn.3840203","https://doi.org/10.2139/ssrn.3840203","","Wagner2018_JFE","https://openalex.org/W3159829620","article"
"The Leverage Bearing Capacity: A New Tool for Intermediary Asset Pricing","Thomas Grünthaler; Friedrich Lorenz; Paul Meyerhof","2021","SSRN Electronic Journal","2","True","https://doi.org/10.2139/ssrn.3947915","https://doi.org/10.2139/ssrn.3947915","","Wagner2018_JFE","https://openalex.org/W3209207952","article"
"The Rise of Crowdfunding","Thomas Lambert","2022","SSRN Electronic Journal","2","True","https://doi.org/10.2139/ssrn.4042613","https://doi.org/10.2139/ssrn.4042613","","Wagner2018_JFE","https://openalex.org/W4226377135","article"
"Asymmetric Effects of Taxes on Product Market Outcomes","Michelle Hanlon; Nemit Shroff; Rachel Yoon","2022","SSRN Electronic Journal","2","True","https://doi.org/10.2139/ssrn.4121571","https://doi.org/10.2139/ssrn.4121571","","Wagner2018_JFE","https://openalex.org/W4285154138","article"
"Are CEOs Rewarded for Luck? Evidence from Corporate Tax Windfalls","Lakshmanan Shivakumar; Atif Ellahie; Martina Andreani","2022","SSRN Electronic Journal","2","True","https://doi.org/10.2139/ssrn.4187942","https://doi.org/10.2139/ssrn.4187942","","Wagner2018_JFE","https://openalex.org/W4292285996","article"
"Global Production Linkages and Stock Market Comovement","Raphael Auer; Bruce Iwadate; Andreas Schrimpf; Alexander F. Wagner","2023","SSRN Electronic Journal","2","True","http://dx.doi.org/10.2139/ssrn.4477980","https://doi.org/10.2139/ssrn.4477980","","Wagner2018_JFE","https://openalex.org/W4380837754","article"
"Politicization of the Supreme Court and Firm Value: Evidence from Ruth Bader Ginsburg’s Death","Tor‐Erik Bakke; Hamed Mahmudi; Aazam Virani; Zhang Song","2023","SSRN Electronic Journal","2","True","https://doi.org/10.2139/ssrn.4592480","https://doi.org/10.2139/ssrn.4592480","","Wagner2018_JFE","https://openalex.org/W4388145671","article"
"Climate Change and Shareholder Value: Evidence from Textual Analysis and Trump’s Unexpected Victory","Pattanaporn Chatjuthamard; Sang Mook Lee; Young Sang Kim; Pornsit Jiraporn; Denise Potosky","2024","SSRN Electronic Journal","2","True","http://dx.doi.org/10.2139/ssrn.4831364","https://doi.org/10.2139/ssrn.4831364","","Wagner2018_JFE","https://openalex.org/W4397002332","article"
"U.S. PRESIDENTIAL ELECTIONS AND AGRICULTURAL MARKET VOLATILITY. IS THERE A “TRUMP EFFECT” ON GRAIN COMMODITIES?","Michał Wielechowski; Katarzyna Czech","2025","Annals of the Polish Association of Agricultural and Agribusiness Economists","1","True","https://doi.org/10.5604/01.3001.0054.9874","https://doi.org/10.5604/01.3001.0054.9874","The aim of this study was to assess the impact of the 2024 U.S. presidential election and the so-called “Trump effect” on the volatility of agricultural commodity prices, with a particular focus on corn, wheat, soybeans, and oats. To evaluate the market’s reaction to political uncertainty, a 10-day election window (October 30 – November 12, 2024) was compared with a similar pre-election period (October 16 – October 29, 2024), with Election Day serving as the transition point. The study hypothesizes that the 2024 U.S. presidential election had a statistically significant impact on the volatility of agricultural commodity prices, reflecting changes in market expectations. This hypothesis was tested using the F-test, analyzing differences in variance between these periods. Daily price data for the analyzed agricultural commodities were obtained from the Datastream database. The results indicate that the 2024 U.S. presidential election had a varied impact on commodity market volatility. The F-test results confirm a significant increase in volatility in the wheat and oats markets, whereas corn and soybeans remained relatively stable. Descriptive statistics further support these observations, showing higher variance and standard deviation for wheat and oats during the election period, suggesting increased price fluctuations. Conversely, corn and soybeans exhibited lower variance and standard deviation, indicating reduced sensitivity to election-related uncertainty. Notably, wheat recorded a significant increase in its average return, while oats experienced a price decline, highlighting the differentiated sensitivity of individual commodities to political events. These findings contribute to the broader discussion on the impact of political uncertainty on commodity markets, emphasizing the need for risk management strategies during periods of heightened volatility.","Wagner2018_JFE","https://openalex.org/W4408333044","article"
"Green governance: The entry of green investors and stock liquidity","Dehua Xia","2025","Finance research letters","1","False","","https://doi.org/10.1016/j.frl.2025.109356","","Wagner2018_JFE","https://openalex.org/W7109752215","article"
"Curbing stock price crash: The bright side of regulatory fragmentation","Ming Gu; Dongxu Li; Zhitao Xiong","2026","Journal of Corporate Finance","1","False","","https://doi.org/10.1016/j.jcorpfin.2026.102950","","Wagner2018_JFE","https://openalex.org/W7119002071","article"
"Leading approaches for monitoring financial security and maturity of business companies","Marina V. Charaeva; Елена Карпова; Elena A. Chumachenko","2019","","1","True","https://doi.org/10.2991/icsbal-19.2019.16","https://doi.org/10.2991/icsbal-19.2019.16","","Wagner2018_JFE","https://openalex.org/W2984669761","article"
"Corporate taxes, partisan politics, and stock returns","Javier Mella","2024","The North American Journal of Economics and Finance","1","False","","https://doi.org/10.1016/j.najef.2024.102119","","Wagner2018_JFE","https://openalex.org/W4392125904","article"
"Protectionism, bilateral integration, and the cross section of exchange rate returns in US presidential debates","Jantke de Boer; Stefan Eichler; Ingmar Rövekamp","2024","Journal of International Money and Finance","1","True","https://doi.org/10.1016/j.jimonfin.2024.103134","https://doi.org/10.1016/j.jimonfin.2024.103134","We study the impact of US presidential election TV debates on the cross section of intraday exchange rate returns of 96 currencies from 1996 to 2016. The performance of the candidates in the debate is an exogenous shock to the election probability. We find that currencies of countries with high levels of bilateral foreign trade with the US depreciate if the election probability of the protectionist candidate increases during the debate, while no significant impact is detected for countries with bilateral US exports to GDP below 2 percent. Expectations about protectionist measures are the main transmission channel of debate outcomes, while the candidates' stance towards military and immigration play a minor role.","Wagner2018_JFE","https://openalex.org/W4400521081","article"
